nom,code,codeDepartement,siren,codeEpci,codeRegion,codesPostaux,population
Saint-Front-sur-Nizonne,24411,24,212404115,200071819,75,['24300'],168.0
Saint-Geniès,24412,24,212404123,200040830,75,['24590'],926.0
Saint-Georges-Blancaneix,24413,24,212404131,200070647,75,['24130'],275.0
Saint-Georges-de-Montclard,24414,24,212404149,200069094,75,['24140'],270.0
Saint-Géraud-de-Corps,24415,24,212404156,200034197,75,['24700'],202.0
Saint-Germain-de-Belvès,24416,24,212404164,200041051,75,['24170'],180.0
Saint-Germain-des-Prés,24417,24,212404172,242401024,75,['24160'],503.0
Saint-Germain-du-Salembre,24418,24,212404180,200040095,75,['24190'],901.0
Saint-Germain-et-Mons,24419,24,212404198,200070647,75,['24520'],908.0
Saint-Géry,24420,24,212404206,200070647,75,['24400'],239.0
Saint-Geyrac,24421,24,212404214,200040392,75,['24330'],197.0
Saint-Hilaire-d'Estissac,24422,24,212404222,200069094,75,['24140'],130.0
Saint-Julien-Innocence-Eulalie,24423,24,200082709,200040889,75,['24500'],311.0
Saint-Jean-d'Ataux,24424,24,212404248,200040095,75,['24190'],129.0
Saint-Jean-de-Côle,24425,24,212404255,242400752,75,['24800'],354.0
Saint-Jean-d'Estissac,24426,24,212404263,200069094,75,['24140'],158.0
Saint-Jory-de-Chalais,24428,24,212404289,242400752,75,['24800'],544.0
Saint-Jory-las-Bloux,24429,24,212404297,242401024,75,['24160'],245.0
Saint-Julien-de-Lampon,24432,24,212404321,200040830,75,['24370'],660.0
Saint-Just,24434,24,212404347,200040400,75,['24320'],142.0
Saint-Laurent-des-Hommes,24436,24,212404362,200069094,75,['24400'],1012.0
Saint-Laurent-des-Vignes,24437,24,212404370,200070647,75,['24100'],1038.0
Saint-Laurent-la-Vallée,24438,24,212404388,200041440,75,['24170'],237.0
Saint-Léon-d'Issigeac,24441,24,212404412,200040889,75,['24560'],147.0
Saint-Léon-sur-l'Isle,24442,24,212404420,200040095,75,['24110'],2080.0
Saint-Léon-sur-Vézère,24443,24,212404438,200041168,75,['24290'],431.0
Saint-Louis-en-l'Isle,24444,24,212404446,200069094,75,['24400'],311.0
Saint-Marcel-du-Périgord,24445,24,212404453,200034833,75,['24510'],137.0
Saint-Marcory,24446,24,212404461,200034833,75,['24540'],57.0
Saint-Martial-d'Albarède,24448,24,212404487,242401024,75,['24160'],484.0
Saint-Martial-d'Artenset,24449,24,212404495,200040384,75,['24700'],943.0
Saint-Martial-de-Nabirat,24450,24,212404503,200041440,75,['24250'],586.0
Saint-Martial-de-Valette,24451,24,212404511,200071819,75,['24300'],803.0
Saint-Martial-Viveyrol,24452,24,212404529,200040400,75,['24320'],184.0
Saint-Martin-de-Fressengeas,24453,24,212404537,242400752,75,['24800'],361.0
Saint-Martin-de-Gurson,24454,24,212404545,200034197,75,['24610'],653.0
Saint-Martin-de-Ribérac,24455,24,212404552,200040400,75,['24600'],723.0
Saint-Martin-des-Combes,24456,24,212404560,200069094,75,['24140'],205.0
Saint-Martin-l'Astier,24457,24,212404578,200069094,75,['24400'],142.0
Saint-Martin-le-Pin,24458,24,212404586,200071819,75,['24300'],279.0
Saint-Mayme-de-Péreyrol,24459,24,212404594,200040392,75,['24380'],286.0
Saint-Méard-de-Drône,24460,24,212404602,200040400,75,['24600'],485.0
Saint-Méard-de-Gurçon,24461,24,212404610,200034197,75,['24610'],809.0
Saint-Médard-de-Mussidan,24462,24,212404628,200069094,75,['24400'],1618.0
Saint-Médard-d'Excideuil,24463,24,212404636,242401024,75,['24160'],546.0
Saint-Mesmin,24464,24,212404644,242401024,75,['24270'],343.0
Saint-Michel-de-Double,24465,24,212404651,200069094,75,['24400'],232.0
Saint-Michel-de-Montaigne,24466,24,212404669,243301454,75,['24230'],336.0
Saint-Michel-de-Villadeix,24468,24,212404685,200040392,75,['24380'],298.0
Sainte-Mondane,24470,24,212404701,200040830,75,['24370'],305.0
Sainte-Nathalène,24471,24,212404719,200027217,75,['24200'],648.0
Saint-Nexans,24472,24,212404727,200070647,75,['24520'],1030.0
Sainte-Orse,24473,24,212404735,200041150,75,['24210'],346.0
Saint-Pancrace,24474,24,212404743,200041572,75,['24530'],144.0
Saint-Pantaly-d'Excideuil,24476,24,212404768,242401024,75,['24160'],157.0
Saint-Pardoux-de-Drône,24477,24,212404776,200040400,75,['24600'],191.0
Saint-Pardoux-et-Vielvic,24478,24,212404784,200041051,75,['24170'],188.0
Saint-Pardoux-la-Rivière,24479,24,212404792,200071819,75,['24470'],1166.0
Saint-Paul-de-Serre,24480,24,212404800,200040392,75,['24380'],337.0
Saint-Paul-la-Roche,24481,24,212404818,242400752,75,['24800'],542.0
Saint-Paul-Lizonne,24482,24,212404826,200040400,75,['24320'],274.0
Saint-Perdoux,24483,24,212404834,200040889,75,['24560'],143.0
Saint-Pierre-de-Chignac,24484,24,212404842,200040392,75,['24330'],971.0
Saint-Pierre-de-Côle,24485,24,212404859,242400752,75,['24800'],432.0
Saint-Pierre-de-Frugie,24486,24,212404867,242400752,75,['24450'],520.0
Saint-Pierre-d'Eyraud,24487,24,212404875,200070647,75,['24130'],1795.0
Saint-Pompon,24488,24,212404883,200041440,75,['24170'],373.0
Saint-Priest-les-Fougères,24489,24,212404891,242400752,75,['24450'],380.0
Saint Privat en Périgord,24490,24,200065399,242400935,75,['24410'],1139.0
Saint-Rabier,24491,24,212404917,200041150,75,['24210'],538.0
Sainte-Radegonde,24492,24,212404925,200040889,75,['24560'],78.0
Saint-Raphaël,24493,24,212404933,242401024,75,['24160'],94.0
Saint-Rémy,24494,24,212404941,200034197,75,['24700'],503.0
Saint-Romain-de-Monpazier,24495,24,212404958,200034833,75,['24540'],104.0
Saint-Romain-et-Saint-Clément,24496,24,212404966,242400752,75,['24800'],333.0
Saint-Saud-Lacoussière,24498,24,212404982,200071819,75,['24470'],820.0
Saint-Sauveur,24499,24,212404990,200070647,75,['24520'],849.0
Saint-Sauveur-Lalande,24500,24,212405005,200040384,75,['24700'],149.0
Saint-Seurin-de-Prats,24501,24,212405013,200034197,75,['24230'],461.0
Saint-Séverin-d'Estissac,24502,24,212405021,200040095,75,['24190'],95.0
Saint-Sulpice-de-Roumagnac,24504,24,212405047,200040400,75,['24600'],279.0
Saint-Sulpice-d'Excideuil,24505,24,212405054,242401024,75,['24800'],377.0
Sainte-Trie,24507,24,212405070,200041150,75,['24160'],115.0
Saint-Victor,24508,24,212405088,200040400,75,['24350'],213.0
Saint-Vincent-de-Connezac,24509,24,212405096,200040400,75,['24190'],664.0
Saint-Vincent-de-Cosse,24510,24,212405104,200027217,75,['24220'],388.0
Saint-Vincent-Jalmoutiers,24511,24,212405112,242400935,75,['24410'],202.0
Saint-Vincent-le-Paluel,24512,24,212405120,200027217,75,['24200'],293.0
Saint-Vincent-sur-l'Isle,24513,24,212405138,242401024,75,['24420'],307.0
Saint-Vivien,24514,24,212405146,200034197,75,['24230'],240.0
Salagnac,24515,24,212405153,242401024,75,['24160'],686.0
Salignac-Eyvigues,24516,24,212405161,200040830,75,['24590'],1184.0
Salles-de-Belvès,24517,24,212405179,200041051,75,['24170'],78.0
Salon,24518,24,212405187,200040392,75,['24380'],261.0
Sarlande,24519,24,212405195,242401024,75,['24270'],428.0
Sarlat-la-Canéda,24520,24,212405203,200027217,75,['24200'],8763.0
Sarliac-sur-l'Isle,24521,24,212405211,200040392,75,['24420'],1054.0
Sarrazac,24522,24,212405229,242401024,75,['24800'],363.0
Saussignac,24523,24,212405237,200070647,75,['24240'],407.0
Savignac-de-Miremont,24524,24,212405245,200041168,75,['24260'],173.0
Savignac-de-Nontron,24525,24,212405252,200071819,75,['24300'],211.0
Savignac-Lédrier,24526,24,212405260,242401024,75,['24270'],729.0
Savignac-les-Églises,24527,24,212405278,200040392,75,['24420'],1005.0
Sceau-Saint-Angel,24528,24,212405286,200071819,75,['24300'],125.0
Segonzac,24529,24,212405294,200040400,75,['24600'],204.0
Sergeac,24531,24,212405310,200041168,75,['24290'],215.0
Serres-et-Montguyard,24532,24,212405328,200040889,75,['24500'],231.0
Servanches,24533,24,212405336,242400935,75,['24410'],76.0
Sigoulès-et-Flaugeac,24534,24,200084275,200070647,75,['24240'],1280.0
Simeyrols,24535,24,212405351,200040830,75,['24370'],256.0
Singleyrac,24536,24,212405369,200040889,75,['24500'],314.0
Siorac-de-Ribérac,24537,24,212405377,200040400,75,['24600'],258.0
Siorac-en-Périgord,24538,24,212405385,200041051,75,['24170'],1082.0
Sorges et Ligueux en Périgord,24540,24,200060267,200040392,75,"['24420', '24460']",1650.0
Soudat,24541,24,212405419,200071819,75,['24360'],102.0
Soulaures,24542,24,212405427,200034833,75,['24540'],67.0
Sourzac,24543,24,212405435,200040095,75,['24400'],1135.0
Tamniès,24544,24,212405443,200027217,75,['24620'],414.0
Teillots,24545,24,212405450,200041150,75,['24390'],100.0
Temple-Laguyon,24546,24,212405468,200041150,75,['24390'],34.0
Terrasson-Lavilledieu,24547,24,212405476,200041150,75,['24120'],6218.0
Teyjat,24548,24,212405484,200071819,75,['24300'],271.0
Thénac,24549,24,212405492,200070647,75,['24240'],443.0
Thenon,24550,24,212405500,200041150,75,['24210'],1282.0
Thiviers,24551,24,212405518,242400752,75,['24800'],2876.0
Thonac,24552,24,212405526,200041168,75,['24290'],275.0
Tocane-Saint-Apre,24553,24,212405534,200040400,75,['24350'],1742.0
La Tour-Blanche-Cercles,24554,24,200065340,200040400,75,['24320'],549.0
Tourtoirac,24555,24,212405559,200041150,75,['24390'],636.0
Trélissac,24557,24,212405575,200040392,75,['24750'],7372.0
Trémolat,24558,24,212405583,200034833,75,['24510'],624.0
Tursac,24559,24,212405591,200041168,75,['24620'],346.0
Urval,24560,24,212406037,200034833,75,['24480'],116.0
Vallereuil,24562,24,212405625,200040095,75,['24190'],260.0
Valojoulx,24563,24,212405633,200041168,75,['24290'],285.0
Vanxains,24564,24,212405641,200040400,75,['24600'],689.0
Varaignes,24565,24,212405658,200071819,75,['24360'],358.0
Varennes,24566,24,212405666,200034833,75,['24150'],458.0
Vaunac,24567,24,212405674,242400752,75,['24800'],247.0
Vélines,24568,24,212405682,200034197,75,['24230'],1104.0
Vendoire,24569,24,212405690,200040400,75,['24320'],135.0
Verdon,24570,24,212405708,200034833,75,['24520'],35.0
Vergt,24571,24,212405716,200040392,75,['24380'],1773.0
Vergt-de-Biron,24572,24,212405724,200034833,75,['24540'],191.0
Verteillac,24573,24,212405732,200040400,75,['24320'],547.0
Veyrignac,24574,24,212405740,200040830,75,['24370'],326.0
Veyrines-de-Domme,24575,24,212405757,200041440,75,['24250'],236.0
Veyrines-de-Vergt,24576,24,212405765,200040392,75,['24380'],244.0
Vézac,24577,24,212405773,200027217,75,['24220'],533.0
Villac,24580,24,212405807,200041150,75,['24120'],295.0
Villamblard,24581,24,212405815,200069094,75,['24140'],851.0
Villars,24582,24,212405823,200041572,75,['24530'],470.0
Villefranche-de-Lonchat,24584,24,212405849,200034197,75,['24610'],998.0
Villefranche-du-Périgord,24585,24,212405856,200041440,75,['24550'],674.0
Villetoureix,24586,24,212405864,200040400,75,['24600'],891.0
Vitrac,24587,24,212405872,200027217,75,['24200'],863.0
Abbans-Dessous,25001,25,212500011,200068070,27,['25320'],250.0
Abbans-Dessus,25002,25,212500029,200068070,27,['25440'],282.0
Abbenans,25003,25,212500037,200068294,27,['25340'],321.0
Abbévillers,25004,25,212500045,200065647,27,['25310'],1071.0
Accolans,25005,25,212500052,200068294,27,['25250'],87.0
Adam-lès-Passavant,25006,25,212500060,242504447,27,['25360'],88.0
Adam-lès-Vercel,25007,25,212500078,242504181,27,['25530'],105.0
Aibre,25008,25,212500086,247000722,27,['25750'],434.0
Aïssey,25009,25,212500094,242504447,27,['25360'],168.0
Allenjoie,25011,25,212500110,200065647,27,['25490'],719.0
Les Alliés,25012,25,212500128,242500320,27,['25300'],172.0
Allondans,25013,25,212500136,200065647,27,['25550'],234.0
Amagney,25014,25,212500144,242500361,27,['25220'],934.0
Amancey,25015,25,212500151,200068070,27,['25330'],744.0
Amathay-Vésigneux,25016,25,212500169,200068070,27,['25330'],175.0
Amondans,25017,25,212500177,200068070,27,['25330'],85.0
Anteuil,25018,25,212500185,200068294,27,['25340'],602.0
Appenans,25019,25,212500193,200068294,27,['25250'],385.0
Arbouans,25020,25,212500201,200065647,27,['25400'],876.0
Arc-et-Senans,25021,25,212500219,200068070,27,['25610'],1620.0
Arcey,25022,25,212500227,200068294,27,['25750'],1489.0
Arçon,25024,25,212500243,242500320,27,['25300'],961.0
Arc-sous-Cicon,25025,25,212500250,242500320,27,['25520'],768.0
Arc-sous-Montenot,25026,25,212500268,242504488,27,['25270'],227.0
Aubonne,25029,25,212500292,242500320,27,['25520'],266.0
Audeux,25030,25,212500300,242500361,27,['25170'],420.0
Audincourt,25031,25,212500318,200065647,27,['25400'],14071.0
Autechaux,25032,25,212500326,242504447,27,['25110'],449.0
Autechaux-Roide,25033,25,212500334,200065647,27,['25150'],487.0
Les Auxons,25035,25,200048437,242500361,27,['25870'],2533.0
Avanne-Aveney,25036,25,212500367,242500361,27,['25720'],2256.0
Avilley,25038,25,212500383,200068294,27,['25680'],150.0
Avoudrey,25039,25,212500391,242504181,27,['25690'],982.0
Badevel,25040,25,212500409,200065647,27,['25490'],808.0
Bannans,25041,25,212500417,242504496,27,['25560'],370.0
Le Barboux,25042,25,212500425,242504355,27,['25210'],251.0
Bart,25043,25,212500433,200065647,27,['25420'],1985.0
Bartherans,25044,25,212500441,200068070,27,['25440'],60.0
Battenans-les-Mines,25045,25,212500458,242504447,27,['25640'],38.0
Battenans-Varin,25046,25,212500466,200023075,27,['25380'],79.0
Baume-les-Dames,25047,25,212500474,242504447,27,['25110'],5155.0
Bavans,25048,25,212500482,200065647,27,['25550'],3582.0
Belfays,25049,25,212500490,200023075,27,['25470'],127.0
Le Bélieu,25050,25,212500508,242504116,27,['25500'],512.0
Belleherbe,25051,25,212500516,242504371,27,['25380'],630.0
Belmont,25052,25,212500524,242504181,27,['25530'],79.0
Belvoir,25053,25,212500532,242504371,27,['25430'],95.0
Berche,25054,25,212500540,200065647,27,['25420'],534.0
Berthelange,25055,25,212500557,200041887,27,['25410'],354.0
Besançon,25056,25,212500565,242500361,27,['25000'],118489.0
Bethoncourt,25057,25,212500573,200065647,27,['25200'],5308.0
Beure,25058,25,212500581,242500361,27,['25720'],1305.0
Beutal,25059,25,212500599,200065647,27,['25250'],271.0
Val-d'Usiers,25060,25,200102259,242504488,27,['25520'],2132.0
Bief,25061,25,212500615,200023075,27,['25190'],108.0
Le Bizot,25062,25,212500623,242504355,27,['25210'],305.0
Blamont,25063,25,212500631,200065647,27,['25310'],1225.0
Blarians,25065,25,212500656,242504447,27,['25640'],56.0
Blussangeaux,25066,25,212500664,200068294,27,['25250'],75.0
Blussans,25067,25,212500672,200068294,27,['25250'],187.0
Bolandoz,25070,25,212500706,200068070,27,['25330'],383.0
Bondeval,25071,25,212500714,200065647,27,['25230'],481.0
Bonnal,25072,25,212500722,247000714,27,['25680'],20.0
Bonnay,25073,25,212500730,242500361,27,['25870'],826.0
Bonnétage,25074,25,212500748,242504355,27,['25210'],987.0
Bonnevaux,25075,25,212500755,242504496,27,['25560'],410.0
La Bosse,25077,25,212500771,242504355,27,['25210'],91.0
Bouclans,25078,25,200076370,242504181,27,['25360'],1053.0
Boujailles,25079,25,212500797,242504496,27,['25560'],461.0
Bourguignon,25082,25,212500821,200065647,27,['25150'],876.0
Bournois,25083,25,212500839,200068294,27,['25250'],188.0
Boussières,25084,25,212500847,242500361,27,['25320'],1208.0
Bouverans,25085,25,212500854,242504496,27,['25560'],461.0
Braillans,25086,25,212500862,242500361,27,['25640'],203.0
Branne,25087,25,212500870,200068294,27,['25340'],179.0
Breconchaux,25088,25,212500888,242504447,27,['25640'],85.0
Bremondans,25089,25,212500896,242504181,27,['25530'],107.0
Brères,25090,25,212500904,200068070,27,['25440'],78.0
Les Bréseux,25091,25,212500912,200023075,27,['25120'],494.0
La Bretenière,25092,25,212500920,242504447,27,['25640'],74.0
Bretigney,25093,25,212500938,200065647,27,['25250'],74.0
Bretigney-Notre-Dame,25094,25,212500946,242504447,27,['25110'],118.0
Bretonvillers,25095,25,212500953,242504371,27,['25380'],280.0
Brey-et-Maison-du-Bois,25096,25,212500961,200069565,27,['25240'],188.0
Brognard,25097,25,212500979,200065647,27,['25600'],471.0
Buffard,25098,25,212500987,200068070,27,['25440'],187.0
Bugny,25099,25,212500995,242500320,27,['25520'],257.0
Bulle,25100,25,212501001,242504496,27,['25560'],505.0
Burgille,25101,25,212501019,200041887,27,['25170'],562.0
Burnevillers,25102,25,212501027,200023075,27,['25470'],48.0
Busy,25103,25,212501035,242500361,27,['25320'],682.0
By,25104,25,212501043,200068070,27,['25440'],79.0
Byans-sur-Doubs,25105,25,212501050,242500361,27,['25320'],613.0
Cademène,25106,25,212501068,200068070,27,['25290'],66.0
Cendrey,25107,25,212501076,242504447,27,['25640'],200.0
Cernay-l'Église,25108,25,212501084,200023075,27,['25120'],319.0
Cessey,25109,25,212501092,200068070,27,['25440'],326.0
Chaffois,25110,25,212501100,242500338,27,['25300'],1032.0
Chalèze,25111,25,212501118,242500361,27,['25220'],366.0
Chalezeule,25112,25,212501126,242500361,27,['25220'],1335.0
Chamesey,25113,25,212501134,242504371,27,['25380'],143.0
Chamesol,25114,25,212501142,200023075,27,['25190'],383.0
Champagney,25115,25,212501159,242500361,27,['25170'],269.0
Champlive,25116,25,212501167,242504447,27,['25360'],253.0
Champoux,25117,25,212501175,242500361,27,['25640'],90.0
Champvans-les-Moulins,25119,25,212501191,242500361,27,['25170'],309.0
Chantrans,25120,25,212501209,200068070,27,['25330'],381.0
Chapelle-des-Bois,25121,25,212501217,200069565,27,['25240'],268.0
Chapelle-d'Huin,25122,25,212501225,242504488,27,['25270'],549.0
Charmauvillers,25124,25,212501241,200023075,27,['25470'],285.0
Charmoille,25125,25,212501258,242504371,27,['25380'],317.0
Charnay,25126,25,212501266,200068070,27,['25440'],467.0
Charquemont,25127,25,212501274,200023075,27,['25140'],2900.0
Chassagne-Saint-Denis,25129,25,212501290,200068070,27,['25290'],138.0
Châteauvieux-les-Fossés,25130,25,212501308,200068070,27,['25840'],9.0
Châtelblanc,25131,25,212501316,200069565,27,['25240'],117.0
Châtillon-Guyotte,25132,25,212501324,242504447,27,['25640'],141.0
Châtillon-le-Duc,25133,25,212501332,242500361,27,['25870'],2042.0
Chaucenne,25136,25,212501365,242500361,27,['25170'],529.0
Les Terres-de-Chaux,25138,25,212501381,200023075,27,['25190'],135.0
La Chaux,25139,25,212501399,242500320,27,['25650'],614.0
Chaux-lès-Passavant,25141,25,212501415,242504181,27,['25530'],124.0
Chaux-Neuve,25142,25,212501423,200069565,27,['25240'],338.0
Chay,25143,25,212501431,200068070,27,['25440'],194.0
Chazot,25145,25,212501456,242504371,27,['25430'],117.0
Chemaudin et Vaux,25147,25,200066686,242500361,27,"['25320', '25770']",2113.0
La Chenalotte,25148,25,212501480,242504355,27,['25500'],549.0
Chenecey-Buillon,25149,25,212501498,200068070,27,['25440'],491.0
Chevigney-sur-l'Ognon,25150,25,212501506,200041887,27,['25170'],296.0
Chevigney-lès-Vercel,25151,25,212501514,242504181,27,['25530'],141.0
La Chevillotte,25152,25,212501522,242500361,27,['25620'],135.0
Chevroz,25153,25,212501530,242500361,27,['25870'],143.0
Chouzelot,25154,25,212501548,200068070,27,['25440'],249.0
Cléron,25155,25,212501555,200068070,27,['25330'],289.0
Pays-de-Clerval,25156,25,200086288,200068294,27,['25340'],1174.0
La Cluse-et-Mijoux,25157,25,212501571,242500338,27,['25300'],1310.0
Colombier-Fontaine,25159,25,212501597,200065647,27,['25260'],1232.0
Les Combes,25160,25,212501605,242504116,27,['25500'],777.0
Consolation-Maisonnettes,25161,25,212501613,242504181,27,['25390'],23.0
Corcelles-Ferrières,25162,25,212501621,200041887,27,['25410'],214.0
Corcelle-Mieslot,25163,25,212501639,242504447,27,['25640'],88.0
Corcondray,25164,25,212501647,200041887,27,['25410'],148.0
Côtebrune,25166,25,212501662,242504447,27,['25360'],76.0
Courcelles-lès-Montbéliard,25170,25,212501704,200065647,27,['25420'],1370.0
Courcelles,25171,25,212501712,200068070,27,['25440'],102.0
Courchapon,25172,25,212501720,200041887,27,['25170'],247.0
Cour-Saint-Maurice,25173,25,212501738,200023075,27,['25380'],147.0
Courtefontaine,25174,25,212501746,200023075,27,['25470'],247.0
Courtetain-et-Salans,25175,25,212501753,242504181,27,['25530'],93.0
Courvières,25176,25,212501761,242504496,27,['25560'],317.0
Crosey-le-Grand,25177,25,212501779,242504371,27,['25340'],158.0
Crosey-le-Petit,25178,25,212501787,242504371,27,['25340'],119.0
Le Crouzet,25179,25,212501795,200069565,27,['25240'],51.0
Crouzet-Migette,25180,25,212501803,200068070,27,['25270'],118.0
Cubrial,25181,25,212501811,200068294,27,['25680'],146.0
Cubry,25182,25,212501829,200068294,27,['25680'],104.0
Cusance,25183,25,212501837,242504447,27,['25110'],76.0
Cuse-et-Adrisans,25184,25,212501845,200068294,27,['25680'],274.0
Cussey-sur-Lison,25185,25,200096808,200068070,27,['25440'],68.0
Cussey-sur-l'Ognon,25186,25,212501860,242500361,27,['25870'],1055.0
Dambelin,25187,25,212501878,200065647,27,['25150'],512.0
Dambenois,25188,25,212501886,200065647,27,['25600'],733.0
Dammartin-les-Templiers,25189,25,212501894,242504447,27,['25110'],218.0
Dampierre-les-Bois,25190,25,212501902,200065647,27,['25490'],1615.0
Dampierre-sur-le-Doubs,25191,25,212501910,200065647,27,['25420'],450.0
Dampjoux,25192,25,212501928,200065647,27,['25190'],162.0
Damprichard,25193,25,212501936,200023075,27,['25450'],1776.0
Dannemarie,25194,25,212501944,200065647,27,['25310'],116.0
Dannemarie-sur-Crète,25195,25,212501951,242500361,27,['25410'],1486.0
Dasle,25196,25,212501969,200065647,27,['25230'],1363.0
Deluz,25197,25,212501977,242500361,27,['25960'],630.0
Désandans,25198,25,212501985,200068294,27,['25750'],709.0
Déservillers,25199,25,212501993,200068070,27,['25330'],341.0
Devecey,25200,25,212502009,242500361,27,['25870'],1296.0
Dommartin,25201,25,212502017,242500338,27,['25300'],864.0
Dompierre-les-Tilleuls,25202,25,212502025,242504496,27,['25560'],291.0
Domprel,25203,25,212502033,242504181,27,['25510'],172.0
Doubs,25204,25,212502041,242500338,27,['25300'],3335.0
Dung,25207,25,212502074,200065647,27,['25550'],630.0
Durnes,25208,25,212502082,200068070,27,['25580'],204.0
Échay,25209,25,212502090,200068070,27,['25440'],113.0
Échenans,25210,25,212502108,200065647,27,['25550'],163.0
Échevannes,25211,25,212502116,200068070,27,['25580'],88.0
École-Valentin,25212,25,212502124,242500361,27,['25480'],2579.0
Les Écorces,25213,25,212502132,200023075,27,['25140'],777.0
Écot,25214,25,212502140,200065647,27,['25150'],510.0
L'Écouvotte,25215,25,212502157,242504447,27,['25640'],101.0
Écurcey,25216,25,212502165,200065647,27,['25150'],270.0
Émagny,25217,25,212502173,200041887,27,['25170'],629.0
Épenouse,25218,25,212502181,242504181,27,['25530'],167.0
Épenoy,25219,25,212502199,242504181,27,['25800'],649.0
Épeugney,25220,25,212502207,200068070,27,['25290'],590.0
Esnans,25221,25,212502215,242504447,27,['25110'],65.0
Étalans,25222,25,200066629,242504181,27,"['25580', '25620']",1643.0
Éternoz-Vallée-du-Lison,25223,25,933514473,200068070,27,['25330'],343.0
Étouvans,25224,25,212502249,200065647,27,['25260'],823.0
Étrabonne,25225,25,212502256,200041887,27,['25170'],182.0
Étrappe,25226,25,212502264,200068294,27,['25250'],202.0
Étray,25227,25,212502272,242504181,27,['25800'],293.0
Étupes,25228,25,212502280,200065647,27,['25460'],3689.0
Évillers,25229,25,212502298,242504488,27,['25520'],387.0
Exincourt,25230,25,212502306,200065647,27,['25400'],3277.0
Eysson,25231,25,212502314,242504181,27,['25530'],121.0
Faimbe,25232,25,212502322,200068294,27,['25250'],96.0
Fallerans,25233,25,212502330,242504181,27,['25580'],293.0
Ferrières-le-Lac,25234,25,212502348,200023075,27,['25470'],160.0
Ferrières-les-Bois,25235,25,212502355,200041887,27,['25410'],328.0
Fertans,25236,25,212502363,200068070,27,['25330'],319.0
Fesches-le-Châtel,25237,25,212502371,200065647,27,['25490'],2129.0
Fessevillers,25238,25,212502389,200023075,27,['25470'],161.0
Feule,25239,25,212502397,200065647,27,['25190'],190.0
Les Fins,25240,25,212502405,242504116,27,['25500'],3048.0
Flagey,25241,25,212502413,200068070,27,['25330'],129.0
Flagey-Rigney,25242,25,212502421,242504447,27,['25640'],137.0
Flangebouche,25243,25,212502439,242504181,27,['25390'],850.0
Fleurey,25244,25,212502447,200023075,27,['25190'],84.0
Fontain,25245,25,200085827,242500361,27,"['25660', '25720']",1207.0
Fontaine-lès-Clerval,25246,25,212502462,200068294,27,['25340'],253.0
Fontenelle-Montby,25247,25,212502470,200068294,27,['25340'],84.0
Les Fontenelles,25248,25,212502488,242504355,27,['25210'],537.0
Fontenotte,25249,25,212502496,242504447,27,['25110'],60.0
Fourbanne,25251,25,212502512,242504447,27,['25110'],155.0
Fourcatier-et-Maison-Neuve,25252,25,212502520,200069565,27,['25370'],130.0
Fourg,25253,25,212502538,200068070,27,['25440'],370.0
Les Fourgs,25254,25,212502546,200069565,27,['25300'],1443.0
Fournet-Blancheroche,25255,25,212502553,200023075,27,['25140'],353.0
Frambouhans,25256,25,212502561,200023075,27,['25140'],867.0
Franey,25257,25,212502579,200041887,27,['25170'],263.0
Franois,25258,25,212502587,242500361,27,['25770'],2257.0
Frasne,25259,25,212502595,242504496,27,['25560'],1975.0
Froidevaux,25261,25,212502611,242504371,27,['25190'],83.0
Fuans,25262,25,212502629,242504181,27,['25390'],473.0
Gellin,25263,25,212502637,200069565,27,['25240'],267.0
Gémonval,25264,25,212502645,200068294,27,['25250'],81.0
Geneuille,25265,25,212502652,242500361,27,['25870'],1280.0
Geney,25266,25,212502660,200068294,27,['25250'],125.0
Gennes,25267,25,212502678,242500361,27,['25660'],669.0
Germéfontaine,25268,25,212502686,242504181,27,['25510'],121.0
Germondans,25269,25,212502694,242504447,27,['25640'],57.0
Gevresin,25270,25,212502702,242504488,27,['25270'],158.0
Gilley,25271,25,212502710,242500320,27,['25650'],1842.0
Glamondans,25273,25,212502736,242504447,27,['25360'],195.0
Glay,25274,25,212502744,200065647,27,['25310'],339.0
Glère,25275,25,212502751,200023075,27,['25190'],176.0
Gondenans-Montby,25276,25,212502769,200068294,27,['25340'],161.0
Gondenans-les-Moulins,25277,25,212502777,200068294,27,['25680'],84.0
Gonsans,25278,25,212502785,242504181,27,['25360'],554.0
Gouhelans,25279,25,212502793,200068294,27,['25680'],118.0
Goumois,25280,25,212502801,200023075,27,['25470'],181.0
Goux-lès-Dambelin,25281,25,212502819,200065647,27,['25150'],270.0
Goux-sous-Landet,25283,25,212502835,200068070,27,['25440'],61.0
Grand-Charmont,25284,25,212502843,200065647,27,['25200'],5873.0
Grand'Combe-Châteleu,25285,25,212502850,242504116,27,['25570'],1491.0
Grand'Combe-des-Bois,25286,25,212502868,242504355,27,['25210'],125.0
Grandfontaine,25287,25,212502876,242500361,27,['25320'],1827.0
Fournets-Luisans,25288,25,212502884,242504181,27,['25390'],744.0
Grandfontaine-sur-Creuse,25289,25,212502892,242504181,27,['25510'],75.0
La Grange,25290,25,212502900,242504371,27,['25380'],97.0
Granges-Narboz,25293,25,212502934,242500338,27,['25300'],1359.0
Les Grangettes,25295,25,212502959,200069565,27,['25160'],334.0
Les Gras,25296,25,212502967,242504116,27,['25790'],817.0
Grosbois,25298,25,212502983,242504447,27,['25110'],255.0
Guillon-les-Bains,25299,25,212502991,242504447,27,['25110'],108.0
